caminho,classe,origem_dataset,categoria_original,largura,altura,formato_original
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (499).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (5).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (50).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (500).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (501).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (502).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (503).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (504).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (505).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (506).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (507).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (508).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (509).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (51).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (510).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (511).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (512).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (513).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (514).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (515).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (516).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (517).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (518).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (519).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (52).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),450,554,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (520).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (521).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (522).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (523).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (524).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (525).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (526).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (527).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (528).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (529).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (53).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),445,561,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (530).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (531).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (532).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (533).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (534).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (535).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (536).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (537).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (538).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (539).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (54).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (540).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (541).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (542).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (543).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (544).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (545).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (546).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (547).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (548).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (549).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (55).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (550).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (551).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (552).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (553).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (554).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (555).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (556).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (557).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (558).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (559).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (56).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (560).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (561).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (562).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (563).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (564).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (565).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (566).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (567).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (568).JPG,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (569).JPG,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (57).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),487,512,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (570).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (571).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (572).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (573).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (574).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (575).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (576).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (577).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (578).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (579).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (58).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),456,548,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (580).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (581).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (582).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (583).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (584).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (585).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (586).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (587).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (588).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (589).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (59).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (590).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (591).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (592).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (593).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (594).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (595).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (596).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (597).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (598).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (599).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (6).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (60).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),577,433,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (600).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (601).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (602).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (603).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (604).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (605).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (606).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (607).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (608).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (609).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (61).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (610).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (611).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (612).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (613).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (614).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (615).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (616).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (617).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (618).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (619).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (62).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (620).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (621).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (622).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (623).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (624).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),900,1200,JPEG
