caminho,classe,origem_dataset,origem_pasta,categoria_original,imagem_original,split_roboflow_original,bbox_w,bbox_h,crop_w,crop_h
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.426c3d3b535829ac75c32d0a4a911523__ann19120.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-15-_jpg.rf.426c3d3b535829ac75c32d0a4a911523.jpg,train,249.5,88,256,96
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.424cec086e5d5c3c54d561098425fe1f__ann19121.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.424cec086e5d5c3c54d561098425fe1f.jpg,train,251,212,256,228
dataset\_work\crops\lettuce_v2i\anomala\ba9_jpg.rf.427bb065ad89cbc9d67ac9cf810487ed__ann19122.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba9_jpg.rf.427bb065ad89cbc9d67ac9cf810487ed.jpg,train,170,256,184,256
dataset\_work\crops\lettuce_v2i\saudavel\24_JPG_jpg.rf.4272054bcf3ca7123c8c78a67aa684e6__ann19123.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,24_JPG_jpg.rf.4272054bcf3ca7123c8c78a67aa684e6.jpg,train,256,202,256,219
dataset\_work\crops\lettuce_v2i\anomala\-10-_jpg.rf.427edf7ddbc8b16af4f299e1c97d7ffa__ann19124.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,-10-_jpg.rf.427edf7ddbc8b16af4f299e1c97d7ffa.jpg,train,145,250,157,256
dataset\_work\crops\lettuce_v2i\saudavel\11_JPG_jpg.rf.4282ad4cb96f6092b4ebd283b4047adb__ann19125.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,11_JPG_jpg.rf.4282ad4cb96f6092b4ebd283b4047adb.jpg,train,176,256,190,256
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161537_jpg.rf.4290e9991cf5ff6c2113633e1dc377ee__ann19126.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161537_jpg.rf.4290e9991cf5ff6c2113633e1dc377ee.jpg,train,238,216,256,233
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161537_jpg.rf.4290e9991cf5ff6c2113633e1dc377ee__ann19127.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161537_jpg.rf.4290e9991cf5ff6c2113633e1dc377ee.jpg,train,218,14,236,15
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.42926aad6e714ca78d848a78342fecdc__ann19128.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.42926aad6e714ca78d848a78342fecdc.jpg,train,57,201,62,229
dataset\_work\crops\lettuce_v2i\saudavel\CTLFKK2FPYXW_jpg.rf.428dca934e0dd5084c592753c52e4c43__ann19129.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,CTLFKK2FPYXW_jpg.rf.428dca934e0dd5084c592753c52e4c43.jpg,train,219,194,237,210
dataset\_work\crops\lettuce_v2i\anomala\28_jpg.rf.42924b60234b3a4e99db9eb5246eb717__ann19130.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,28_jpg.rf.42924b60234b3a4e99db9eb5246eb717.jpg,train,255,192,256,207
dataset\_work\crops\lettuce_v2i\anomala\11104_jpg.rf.4297a6fb2923e29fe9ea615190513172__ann19131.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,11104_jpg.rf.4297a6fb2923e29fe9ea615190513172.jpg,train,197.5,192,214,208
dataset\_work\crops\lettuce_v2i\anomala\s19_jpg.rf.4298c30f04c6a13c5435d12e72ecaa21__ann19132.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s19_jpg.rf.4298c30f04c6a13c5435d12e72ecaa21.jpg,train,188,194,219,209
dataset\_work\crops\lettuce_v2i\anomala\s04_jpg.rf.429ba69fa36ba9b2233027172a2c70f1__ann19133.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s04_jpg.rf.429ba69fa36ba9b2233027172a2c70f1.jpg,train,247,229,256,248
dataset\_work\crops\lettuce_v2i\anomala\ba17_jpg.rf.429ac90123eaf1ca247374ca99dab5a0__ann19134.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,ba17_jpg.rf.429ac90123eaf1ca247374ca99dab5a0.jpg,train,226,32,253,35
dataset\_work\crops\lettuce_v2i\anomala\images-40-_jpg.rf.429cc65cf5b4ebaea0d638e55bf462d0__ann19135.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-40-_jpg.rf.429cc65cf5b4ebaea0d638e55bf462d0.jpg,train,183,51,197,56
dataset\_work\crops\lettuce_v2i\anomala\28_jpg.rf.42a3b23ac933257389175b28df5b9270__ann19136.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,28_jpg.rf.42a3b23ac933257389175b28df5b9270.jpg,train,256,211,256,227
dataset\_work\crops\lettuce_v2i\anomala\ba10_jpg.rf.42a3f39d693820babf75f9c3c2ac88c4__ann19137.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba10_jpg.rf.42a3f39d693820babf75f9c3c2ac88c4.jpg,train,168,247,182,256
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161659_jpg.rf.42a29bfca6f9b9b0c488e07ca42f5baa__ann19138.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161659_jpg.rf.42a29bfca6f9b9b0c488e07ca42f5baa.jpg,train,221,136,238,147
dataset\_work\crops\lettuce_v2i\anomala\s12_jpg.rf.42a001ae97bac7d8a08b76ed523da6e8__ann19139.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s12_jpg.rf.42a001ae97bac7d8a08b76ed523da6e8.jpg,train,248,233,256,252
dataset\_work\crops\lettuce_v2i\saudavel\94_JPG_jpg.rf.42a45eb1b5a0da5984eac974c8b0e357__ann19140.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,94_JPG_jpg.rf.42a45eb1b5a0da5984eac974c8b0e357.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\s14_jpg.rf.42accf3776edb841e34bea5d541ada74__ann19141.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s14_jpg.rf.42accf3776edb841e34bea5d541ada74.jpg,train,217,211,234,228
dataset\_work\crops\lettuce_v2i\anomala\images-40-_jpg.rf.42ae059ca765373ec39cc06d95a397e8__ann19142.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-40-_jpg.rf.42ae059ca765373ec39cc06d95a397e8.jpg,train,221,192,239,207
dataset\_work\crops\lettuce_v2i\anomala\images-16-_jpg.rf.42b02783b75416740767d73b16303909__ann19143.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-16-_jpg.rf.42b02783b75416740767d73b16303909.jpg,train,88,141,96,153
dataset\_work\crops\lettuce_v2i\anomala\5485248_jpg.rf.42b268cd3fbb94f656c4b13dd8ff8286__ann19144.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,5485248_jpg.rf.42b268cd3fbb94f656c4b13dd8ff8286.jpg,train,220,126,243,136
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.42aedd2f770dfc8a228b8623ffaf115e__ann19145.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-15-_jpg.rf.42aedd2f770dfc8a228b8623ffaf115e.jpg,train,9,181,9,210
dataset\_work\crops\lettuce_v2i\anomala\images-10-_jpg.rf.42b81f099f6710cfc64bd42ee636fa5b__ann19146.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-10-_jpg.rf.42b81f099f6710cfc64bd42ee636fa5b.jpg,train,248,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-20-_jpg.rf.42ce93541fdba6aebdab7a620c74c539__ann19147.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-20-_jpg.rf.42ce93541fdba6aebdab7a620c74c539.jpg,train,75,125,81,135
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.42cf351537fefba757a24bda6e835652__ann19148.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-15-_jpg.rf.42cf351537fefba757a24bda6e835652.jpg,train,216,104,245,113
dataset\_work\crops\lettuce_v2i\saudavel\113_JPG_jpg.rf.42d8412c71f1693c0c98e9b6b3b5fdfa__ann19149.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,113_JPG_jpg.rf.42d8412c71f1693c0c98e9b6b3b5fdfa.jpg,train,215,111,233,120
dataset\_work\crops\lettuce_v2i\anomala\s04_jpg.rf.42ead92a870b8bc4516e6c2e26be196e__ann19150.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s04_jpg.rf.42ead92a870b8bc4516e6c2e26be196e.jpg,train,251,223,256,240
dataset\_work\crops\lettuce_v2i\anomala\4073-1_jpg.rf.42d64d7ed43d9059da897d289f221954__ann19151.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,4073-1_jpg.rf.42d64d7ed43d9059da897d289f221954.jpg,train,140,164,152,177
dataset\_work\crops\lettuce_v2i\saudavel\128_JPG_jpg.rf.42bbff89d981070c7f74771f45ad92aa__ann19152.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,128_JPG_jpg.rf.42bbff89d981070c7f74771f45ad92aa.jpg,train,145,256,156,256
dataset\_work\crops\lettuce_v2i\saudavel\97_JPG_jpg.rf.42f43bb9ac5aabcf760bc47cca696951__ann19153.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,97_JPG_jpg.rf.42f43bb9ac5aabcf760bc47cca696951.jpg,train,210,256,226,256
dataset\_work\crops\lettuce_v2i\anomala\28_jpg.rf.42ef85fe28d39871058aa6c4d3fde047__ann19154.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,28_jpg.rf.42ef85fe28d39871058aa6c4d3fde047.jpg,train,225,226,243,245
dataset\_work\crops\lettuce_v2i\anomala\images-33-_jpg.rf.42e924f49568e0f919b7262cf21f3810__ann19155.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-33-_jpg.rf.42e924f49568e0f919b7262cf21f3810.jpg,train,240,211,256,244
dataset\_work\crops\lettuce_v2i\saudavel\26_JPG_jpg.rf.42fbcdf77ea3fe145b2af00b576abb0e__ann19156.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,26_JPG_jpg.rf.42fbcdf77ea3fe145b2af00b576abb0e.jpg,train,215,184,233,199
dataset\_work\crops\lettuce_v2i\anomala\11104_jpg.rf.42efb065e384d7c25c1d34784f6c8ee6__ann19157.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,11104_jpg.rf.42efb065e384d7c25c1d34784f6c8ee6.jpg,train,202,214,218,232
dataset\_work\crops\lettuce_v2i\saudavel\39_JPG_jpg.rf.42c6422348dd4ac4d87a6dbe16ebe298__ann19158.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,39_JPG_jpg.rf.42c6422348dd4ac4d87a6dbe16ebe298.jpg,train,109,235,117,254
dataset\_work\crops\lettuce_v2i\anomala\28_jpg.rf.430d5bda78a47b86b0edcec08c964d9f__ann19159.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,28_jpg.rf.430d5bda78a47b86b0edcec08c964d9f.jpg,train,191,164,206,178
dataset\_work\crops\lettuce_v2i\anomala\s01_jpg.rf.430ee3a3ba24fe1fba720c512de91f3d__ann19160.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s01_jpg.rf.430ee3a3ba24fe1fba720c512de91f3d.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\soft-rot-1-1-_jpg.rf.4308912c7ad90f8afcc2cd29eb2ab40a__ann19161.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,soft-rot-1-1-_jpg.rf.4308912c7ad90f8afcc2cd29eb2ab40a.jpg,train,245,177.5,256,191
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.42fe2899667ed299b3bb9b43ad2776b6__ann19162.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-15-_jpg.rf.42fe2899667ed299b3bb9b43ad2776b6.jpg,train,127,52,148,56
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161722_jpg.rf.430db3742af6d005f011cbb30b8d9590__ann19163.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161722_jpg.rf.430db3742af6d005f011cbb30b8d9590.jpg,train,228,37,247,39
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161722_jpg.rf.430db3742af6d005f011cbb30b8d9590__ann19164.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161722_jpg.rf.430db3742af6d005f011cbb30b8d9590.jpg,train,219,220,237,252
dataset\_work\crops\lettuce_v2i\anomala\4073-1_jpg.rf.43166ae22dd09d953ddb517854794418__ann19165.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,4073-1_jpg.rf.43166ae22dd09d953ddb517854794418.jpg,train,85,85,91,97
dataset\_work\crops\lettuce_v2i\saudavel\102_JPG_jpg.rf.43141b884173516e6cff47135f865e7b__ann19166.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,102_JPG_jpg.rf.43141b884173516e6cff47135f865e7b.jpg,train,159,196,171,212
dataset\_work\crops\lettuce_v2i\anomala\bacteria_jpg.rf.431aae0a12543166748372a765953d99__ann19167.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,bacteria_jpg.rf.431aae0a12543166748372a765953d99.jpg,train,202,96,225,103
dataset\_work\crops\lettuce_v2i\anomala\ba12_jpg.rf.431529d6b0cf6937dc8021b832c4e62a__ann19168.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba12_jpg.rf.431529d6b0cf6937dc8021b832c4e62a.jpg,train,252,225,256,243
dataset\_work\crops\lettuce_v2i\anomala\ba14_jpg.rf.431e247e7407753cec492423fce80432__ann19169.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba14_jpg.rf.431e247e7407753cec492423fce80432.jpg,train,152,127,164,137
dataset\_work\crops\lettuce_v2i\anomala\images-1-_jpg.rf.431f0467b42fc20c962c1688a4440b42__ann19170.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-1-_jpg.rf.431f0467b42fc20c962c1688a4440b42.jpg,train,91,27,99,30
dataset\_work\crops\lettuce_v2i\anomala\images-1-_jpg.rf.431f0467b42fc20c962c1688a4440b42__ann19171.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-1-_jpg.rf.431f0467b42fc20c962c1688a4440b42.jpg,train,124,227,143,246
dataset\_work\crops\lettuce_v2i\anomala\27_jpg.rf.431c5611632a7dd59e391abb60c52bda__ann19172.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,27_jpg.rf.431c5611632a7dd59e391abb60c52bda.jpg,train,242,193,256,208
dataset\_work\crops\lettuce_v2i\anomala\28_jpg.rf.4320480d77c4aed2a8effc96eb7c5b2d__ann19173.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,28_jpg.rf.4320480d77c4aed2a8effc96eb7c5b2d.jpg,train,159,229,171,247
dataset\_work\crops\lettuce_v2i\anomala\27_jpg.rf.431ca5e1692a653c81b900d48134f0c5__ann19174.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,27_jpg.rf.431ca5e1692a653c81b900d48134f0c5.jpg,train,186,233,200,256
dataset\_work\crops\lettuce_v2i\saudavel\267HTYNAJSVG_jpg.rf.43220621b14ef9d8bad3d82dd2b4ed30__ann19175.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,267HTYNAJSVG_jpg.rf.43220621b14ef9d8bad3d82dd2b4ed30.jpg,train,191,247,206,256
dataset\_work\crops\lettuce_v2i\anomala\s14_jpg.rf.432450cece0799afbc95468aad2b58f8__ann19176.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s14_jpg.rf.432450cece0799afbc95468aad2b58f8.jpg,train,256,241,256,256
dataset\_work\crops\lettuce_v2i\saudavel\34_JPG_jpg.rf.432abdb73510827d1cd497cc7a30fa82__ann19177.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,34_JPG_jpg.rf.432abdb73510827d1cd497cc7a30fa82.jpg,train,125.5,183,137,198
dataset\_work\crops\lettuce_v2i\anomala\images-17-_jpg.rf.4336c2abe7abe06ff4ac0515c1c898e6__ann19178.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-17-_jpg.rf.4336c2abe7abe06ff4ac0515c1c898e6.jpg,train,225.5,175,243,189
dataset\_work\crops\lettuce_v2i\anomala\22_jpg.rf.4332ce9ab8acd3fed4b0497a8804c961__ann19179.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,22_jpg.rf.4332ce9ab8acd3fed4b0497a8804c961.jpg,train,227,253,246,256
dataset\_work\crops\lettuce_v2i\saudavel\124_JPG_jpg.rf.4347d6023f99ccec063a2fd21b5729fd__ann19180.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,124_JPG_jpg.rf.4347d6023f99ccec063a2fd21b5729fd.jpg,train,212,154,229,166
dataset\_work\crops\lettuce_v2i\anomala\s12_jpg.rf.43507be300d7eb2a3cc9049613969b33__ann19181.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s12_jpg.rf.43507be300d7eb2a3cc9049613969b33.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.43495427026952a9e61e74b244f48778__ann19182.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-15-_jpg.rf.43495427026952a9e61e74b244f48778.jpg,train,105.5,249.5,113,256
dataset\_work\crops\lettuce_v2i\anomala\images-3-_jpg.rf.4347ea98ab9c538cfd872e5ac7b929d1__ann19183.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-3-_jpg.rf.4347ea98ab9c538cfd872e5ac7b929d1.jpg,train,222,251,239,256
dataset\_work\crops\lettuce_v2i\anomala\Untitled_png_jpg.rf.4350a08e3c432b62fb3bbf1332811b59__ann19184.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,Untitled_png_jpg.rf.4350a08e3c432b62fb3bbf1332811b59.jpg,train,181,151,196,176
dataset\_work\crops\lettuce_v2i\anomala\Untitled_png_jpg.rf.4350a08e3c432b62fb3bbf1332811b59__ann19185.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,Untitled_png_jpg.rf.4350a08e3c432b62fb3bbf1332811b59.jpg,train,198.5,104,224,113
dataset\_work\crops\lettuce_v2i\anomala\Lettuce_Septoria-Leaf-Spot_3221_Upper-surface-close-up_jpg.rf.43597005019d49954700e7079556ebde__ann19186.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,Lettuce_Septoria-Leaf-Spot_3221_Upper-surface-close-up_jpg.rf.43597005019d49954700e7079556ebde.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.435d7a51febdfdd7e564dd6ec0fc3256__ann19187.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-15-_jpg.rf.435d7a51febdfdd7e564dd6ec0fc3256.jpg,train,217,60,251,64
dataset\_work\crops\lettuce_v2i\anomala\images-8-_jpg.rf.43689b6c3e0b6c628a1965a72003e6f3__ann19188.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-8-_jpg.rf.43689b6c3e0b6c628a1965a72003e6f3.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-27-_jpg.rf.436ad6ff8d3bd71994567f511f8f4ea1__ann19189.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-27-_jpg.rf.436ad6ff8d3bd71994567f511f8f4ea1.jpg,train,163,187,177,201
dataset\_work\crops\lettuce_v2i\saudavel\QMSNGOTSQTY5_jpg.rf.4374db4f6436b6b2ae48f6663ad63631__ann19190.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,QMSNGOTSQTY5_jpg.rf.4374db4f6436b6b2ae48f6663ad63631.jpg,train,214,227,231,245
dataset\_work\crops\lettuce_v2i\anomala\images-15-_jpg.rf.437cc1fdaea5b128a1d60de06bddd017__ann19191.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-15-_jpg.rf.437cc1fdaea5b128a1d60de06bddd017.jpg,train,228,130,256,141
dataset\_work\crops\lettuce_v2i\anomala\ba13_jpg.rf.436ccae11c00f6ec3480be289c0f450d__ann19192.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba13_jpg.rf.436ccae11c00f6ec3480be289c0f450d.jpg,train,109,233,117,256
dataset\_work\crops\lettuce_v2i\anomala\ba13_jpg.rf.439307a63e791fe7147117d10deef05b__ann19193.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba13_jpg.rf.439307a63e791fe7147117d10deef05b.jpg,train,215,177,232,191
dataset\_work\crops\lettuce_v2i\saudavel\43_JPG_jpg.rf.438d0660cd61a7bc4d62e74ba98a7d5b__ann19194.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,43_JPG_jpg.rf.438d0660cd61a7bc4d62e74ba98a7d5b.jpg,train,219,178,236,192
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.439252bafd182a49c16b5f65cbad9529__ann19195.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.439252bafd182a49c16b5f65cbad9529.jpg,train,239,48,256,51
dataset\_work\crops\lettuce_v2i\saudavel\02MKEHU8HUR6_jpg.rf.4387d59d736c7ee8b022a78b738b3df3__ann19196.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,02MKEHU8HUR6_jpg.rf.4387d59d736c7ee8b022a78b738b3df3.jpg,train,221.5,177,239,191
dataset\_work\crops\lettuce_v2i\anomala\s04_jpg.rf.4370e9320ee1e51c1c25bc9753284f14__ann19197.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s04_jpg.rf.4370e9320ee1e51c1c25bc9753284f14.jpg,train,211,223,227,240
dataset\_work\crops\lettuce_v2i\saudavel\96_jpg.rf.43999ea0bc47c3cfdb031b61e02b2942__ann19198.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,96_jpg.rf.43999ea0bc47c3cfdb031b61e02b2942.jpg,train,199,219,215,236
dataset\_work\crops\lettuce_v2i\anomala\ba13_jpg.rf.43937213cc1cd3e4b923e1803fdd3fee__ann19199.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba13_jpg.rf.43937213cc1cd3e4b923e1803fdd3fee.jpg,train,189,164,205,178
dataset\_work\crops\lettuce_v2i\anomala\images-14-_jpg.rf.43a48f7bb5dd9ded0821f6382ec32ae8__ann19200.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-14-_jpg.rf.43a48f7bb5dd9ded0821f6382ec32ae8.jpg,train,124,57,134,61
dataset\_work\crops\lettuce_v2i\anomala\ba2_jpg.rf.43a30d0b695009644757d21628a20e45__ann19201.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba2_jpg.rf.43a30d0b695009644757d21628a20e45.jpg,train,205,49,222,52
dataset\_work\crops\lettuce_v2i\anomala\06_jpg.rf.439e87dc36ccb4346b100c22ff6bcd7f__ann19202.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,06_jpg.rf.439e87dc36ccb4346b100c22ff6bcd7f.jpg,train,192,81.5,207,89
dataset\_work\crops\lettuce_v2i\anomala\ba8_jpg.rf.43a03203beee2c911cb7a61116b8bc0b__ann19203.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba8_jpg.rf.43a03203beee2c911cb7a61116b8bc0b.jpg,train,77,100,83,108
dataset\_work\crops\lettuce_v2i\saudavel\91_JPG_jpg.rf.43af75cc1555dc271b072f42a7dff034__ann19204.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,91_JPG_jpg.rf.43af75cc1555dc271b072f42a7dff034.jpg,train,105,53,114,58
dataset\_work\crops\lettuce_v2i\anomala\s07_jpg.rf.43b7e6b77254f194739ce8ab926e490e__ann19205.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s07_jpg.rf.43b7e6b77254f194739ce8ab926e490e.jpg,train,127,249,137,256
dataset\_work\crops\lettuce_v2i\anomala\s07_jpg.rf.43b7e6b77254f194739ce8ab926e490e__ann19206.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s07_jpg.rf.43b7e6b77254f194739ce8ab926e490e.jpg,train,218,23,247,25
dataset\_work\crops\lettuce_v2i\anomala\ba2_jpg.rf.43c236d2204e53202fc6f15670308027__ann19207.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba2_jpg.rf.43c236d2204e53202fc6f15670308027.jpg,train,219,225,236,243
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.43ad416fd9232e1d0f1d478376f4d3b6__ann19208.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-11-_jpg.rf.43ad416fd9232e1d0f1d478376f4d3b6.jpg,train,194,252,209,256
dataset\_work\crops\lettuce_v2i\anomala\22_jpg.rf.43c30a76d268b6a82d3f9a71633877a1__ann19209.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,22_jpg.rf.43c30a76d268b6a82d3f9a71633877a1.jpg,train,198,243,213,256
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.43c58d7197cd73dee30fb32761c073f0__ann19210.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.43c58d7197cd73dee30fb32761c073f0.jpg,train,54,27,63,29
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.43c58d7197cd73dee30fb32761c073f0__ann19211.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.43c58d7197cd73dee30fb32761c073f0.jpg,train,256,252,256,256
